document,element,Frequency
2015,Tuberculosis,1267556
2016,Acute_hepatitis,84726
2016,Alcohol_use_disorders,162047
2016,Alzheimer_s_disease_and_other_dementias,1451840
2016,Cardiovascular_diseases,17398709
2016,Chronic_kidney_disease,1325004
2016,Chronic_respiratory_diseases,3740794
2016,Cirrhosis_and_other_chronic_liver_diseases,1404134
2016,Conflict_and_terrorism,161637
2016,Diabetes_mellitus,1412896
2016,Diarrheal_diseases,1639826
2016,Digestive_diseases,2439649
2016,Drowning,248811
2016,Drug_use_disorders,112875
2016,Environmental_heat_and_cold_exposure,47495
2016,Exposure_to_forces_of_nature,8672
2016,Fire__heat__and_hot_substances,109840
2016,HIV_AIDS,996098
2016,Interpersonal_violence,412500
2016,Lower_respiratory_infections,2516135
2016,Malaria,660364
2016,Maternal_disorders,203737
2016,Meningitis,261246
2016,Neonatal_disorders,2099079
2016,Neoplasms,9336894
2016,Nutritional_deficiencies,273191
2016,Parkinson_s_disease,330736
2016,Poisonings,79951
2016,Protein_energy_malnutrition,232544
2016,Road_injuries_,1193556
2016,Self_harm,742925
2016,Tuberculosis,1249524
2017,Acute_hepatitis,82472
2017,Alcohol_use_disorders,162599
2017,Alzheimer_s_disease_and_other_dementias,1509646
2017,Cardiovascular_diseases,17685890
2017,Chronic_kidney_disease,1351349
2017,Chronic_respiratory_diseases,3795946
2017,Cirrhosis_and_other_chronic_liver_diseases,1425956
2017,Conflict_and_terrorism,130737
2017,Diabetes_mellitus,1454681
2017,Diarrheal_diseases,1632183
2017,Digestive_diseases,2478029
2017,Drowning,241842
2017,Drug_use_disorders,118324
2017,Environmental_heat_and_cold_exposure,46276
2017,Exposure_to_forces_of_nature,13309
2017,Fire__heat__and_hot_substances,109165
2017,HIV_AIDS,947006
2017,Interpersonal_violence,417143
2017,Lower_respiratory_infections,2487918
2017,Malaria,629653
2017,Maternal_disorders,199197
2017,Meningitis,250132
2017,Neonatal_disorders,2014896
2017,Neoplasms,9529491
2017,Nutritional_deficiencies,267463
2017,Parkinson_s_disease,339343
2017,Poisonings,78484
2017,Protein_energy_malnutrition,227038
2017,Road_injuries_,1188281
2017,Self_harm,743620
2017,Tuberculosis,1231689
2018,Acute_hepatitis,80894
2018,Alcohol_use_disorders,165462
2018,Alzheimer_s_disease_and_other_dementias,1568617
2018,Cardiovascular_diseases,18113910
2018,Chronic_kidney_disease,1387668
2018,Chronic_respiratory_diseases,3886637
2018,Cirrhosis_and_other_chronic_liver_diseases,1447651
2018,Conflict_and_terrorism,103407
2018,Diabetes_mellitus,1501633
2018,Diarrheal_diseases,1577953
2018,Digestive_diseases,2515213
2018,Drowning,240266
2018,Drug_use_disorders,123095
2018,Environmental_heat_and_cold_exposure,46272
2018,Exposure_to_forces_of_nature,11082
2018,Fire__heat__and_hot_substances,110642
2018,HIV_AIDS,892341
2018,Interpersonal_violence,419249
2018,Lower_respiratory_infections,2486438
2018,Malaria,631568
2018,Maternal_disorders,198069
2018,Meningitis,241666
2018,Neonatal_disorders,1942350
2018,Neoplasms,9791758
2018,Nutritional_deficiencies,258094
2018,Parkinson_s_disease,351322
2018,Poisonings,77805
2018,Protein_energy_malnutrition,218222
2018,Road_injuries_,1195919
2018,Self_harm,755125
2018,Tuberculosis,1204916
2019,Acute_hepatitis,79099
2019,Alcohol_use_disorders,167781
2019,Alzheimer_s_disease_and_other_dementias,1620797
2019,Cardiovascular_diseases,18525078
2019,Chronic_kidney_disease,1424000
2019,Chronic_respiratory_diseases,3970744
2019,Cirrhosis_and_other_chronic_liver_diseases,1468203
2019,Conflict_and_terrorism,62932
2019,Diabetes_mellitus,1546628
2019,Diarrheal_diseases,1533219
2019,Digestive_diseases,2552294
2019,Drowning,236750
2019,Drug_use_disorders,127995
2019,Environmental_heat_and_cold_exposure,47432
2019,Exposure_to_forces_of_nature,6072
2019,Fire__heat__and_hot_substances,111055
2019,HIV_AIDS,861694
2019,Interpersonal_violence,412164
2019,Lower_respiratory_infections,2489462
2019,Malaria,643196
2019,Maternal_disorders,196075
2019,Meningitis,235867
2019,Neonatal_disorders,1878065
2019,Neoplasms,10063467
2019,Nutritional_deficiencies,250947
2019,Parkinson_s_disease,362256
2019,Poisonings,77081
2019,Protein_energy_malnutrition,211654
2019,Road_injuries_,1194907
2019,Self_harm,758026
2019,Tuberculosis,1178483
