document,element,frequency_in_document
2013,Conflict_and_terrorism,117364.0
2013,Diabetes_mellitus,1277414.0
2013,Diarrheal_diseases,1788081.0
2013,Digestive_diseases,2348963.0
2013,Drowning,266827.0
2013,Drug_use_disorders,94562.0
2013,Environmental_heat_and_cold_exposure,49503.0
2013,Exposure_to_forces_of_nature,26906.0
2013,Fire__heat__and_hot_substances,111818.0
2013,HIV_AIDS,1126196.0
2013,Interpersonal_violence,415620.0
2013,Lower_respiratory_infections,2537037.0
2013,Malaria,751776.0
2013,Maternal_disorders,223473.0
2013,Meningitis,289502.0
2013,Neonatal_disorders,2299343.0
2013,Neoplasms,8757263.0
2013,Nutritional_deficiencies,291451.0
2013,Parkinson_s_disease,303488.0
2013,Poisonings,83618.0
2013,Protein_energy_malnutrition,249435.0
2013,Road_injuries_,1232221.0
2013,Self_harm,755568.0
2013,Tuberculosis,1307485.0
2014,Acute_hepatitis,92845.0
2014,Alcohol_use_disorders,159291.0
2014,Alzheimer_s_disease_and_other_dementias,1343756.0
2014,Cardiovascular_diseases,16715810.0
2014,Chronic_kidney_disease,1247378.0
2014,Chronic_respiratory_diseases,3651653.0
2014,Cirrhosis_and_other_chronic_liver_diseases,1363403.0
2014,Conflict_and_terrorism,187939.0
2014,Diabetes_mellitus,1320608.0
2014,Diarrheal_diseases,1725693.0
2014,Digestive_diseases,2364063.0
2014,Drowning,258489.0
2014,Drug_use_disorders,99295.0
2014,Environmental_heat_and_cold_exposure,48775.0
2014,Exposure_to_forces_of_nature,7412.0
2014,Fire__heat__and_hot_substances,110102.0
2014,HIV_AIDS,1072970.0
2014,Interpersonal_violence,413371.0
2014,Lower_respiratory_infections,2532104.0
2014,Malaria,724324.0
2014,Maternal_disorders,214881.0
2014,Meningitis,280438.0
2014,Neonatal_disorders,2237472.0
2014,Neoplasms,8920309.0
2014,Nutritional_deficiencies,284578.0
2014,Parkinson_s_disease,312928.0
2014,Poisonings,81976.0
2014,Protein_energy_malnutrition,242956.0
2014,Road_injuries_,1213989.0
2014,Self_harm,744751.0
2014,Tuberculosis,1294816.0
2015,Acute_hepatitis,88750.0
2015,Alcohol_use_disorders,160713.0
2015,Alzheimer_s_disease_and_other_dementias,1394942.0
2015,Cardiovascular_diseases,17089707.0
2015,Chronic_kidney_disease,1286935.0
2015,Chronic_respiratory_diseases,3690907.0
2015,Cirrhosis_and_other_chronic_liver_diseases,1384947.0
2015,Conflict_and_terrorism,167030.0
2015,Diabetes_mellitus,1366100.0
2015,Diarrheal_diseases,1679043.0
2015,Digestive_diseases,2404387.0
2015,Drowning,254237.0
2015,Drug_use_disorders,105401.0
2015,Environmental_heat_and_cold_exposure,51665.0
2015,Exposure_to_forces_of_nature,15583.0
2015,Fire__heat__and_hot_substances,110167.0
2015,HIV_AIDS,1029667.0
2015,Interpersonal_violence,416362.0
2015,Lower_respiratory_infections,2533068.0
2015,Malaria,702890.0
2015,Maternal_disorders,208450.0
2015,Meningitis,267789.0
2015,Neonatal_disorders,2183143.0
2015,Neoplasms,9133616.0
2015,Nutritional_deficiencies,278793.0
2015,Parkinson_s_disease,321782.0
2015,Poisonings,80974.0
2015,Protein_energy_malnutrition,237723.0
2015,Road_injuries_,1201418.0
2015,Self_harm,742648.0
2015,Tuberculosis,1267556.0
2016,Acute_hepatitis,84726.0
2016,Alcohol_use_disorders,162047.0
2016,Alzheimer_s_disease_and_other_dementias,1451840.0
2016,Cardiovascular_diseases,17398709.0
2016,Chronic_kidney_disease,1325004.0
2016,Chronic_respiratory_diseases,3740794.0
2016,Cirrhosis_and_other_chronic_liver_diseases,1404134.0
2016,Conflict_and_terrorism,161637.0
2016,Diabetes_mellitus,1412896.0
2016,Diarrheal_diseases,1639826.0
2016,Digestive_diseases,2439649.0
2016,Drowning,248811.0
2016,Drug_use_disorders,112875.0
2016,Environmental_heat_and_cold_exposure,47495.0
2016,Exposure_to_forces_of_nature,8672.0
2016,Fire__heat__and_hot_substances,109840.0
2016,HIV_AIDS,996098.0
2016,Interpersonal_violence,412500.0
2016,Lower_respiratory_infections,2516135.0
2016,Malaria,660364.0
2016,Maternal_disorders,203737.0
2016,Meningitis,261246.0
2016,Neonatal_disorders,2099079.0
2016,Neoplasms,9336894.0
2016,Nutritional_deficiencies,273191.0
2016,Parkinson_s_disease,330736.0
2016,Poisonings,79951.0
2016,Protein_energy_malnutrition,232544.0
2016,Road_injuries_,1193556.0
2016,Self_harm,742925.0
2016,Tuberculosis,1249524.0
2017,Acute_hepatitis,82472.0
2017,Alcohol_use_disorders,162599.0
2017,Alzheimer_s_disease_and_other_dementias,1509646.0
2017,Cardiovascular_diseases,17685890.0
2017,Chronic_kidney_disease,1351349.0
2017,Chronic_respiratory_diseases,3795946.0
2017,Cirrhosis_and_other_chronic_liver_diseases,1425956.0
2017,Conflict_and_terrorism,130737.0
2017,Diabetes_mellitus,1454681.0
2017,Diarrheal_diseases,1632183.0
2017,Digestive_diseases,2478029.0
2017,Drowning,241842.0
2017,Drug_use_disorders,118324.0
2017,Environmental_heat_and_cold_exposure,46276.0
2017,Exposure_to_forces_of_nature,13309.0
2017,Fire__heat__and_hot_substances,109165.0
2017,HIV_AIDS,947006.0
2017,Interpersonal_violence,417143.0
2017,Lower_respiratory_infections,2487918.0
2017,Malaria,629653.0
2017,Maternal_disorders,199197.0
2017,Meningitis,250132.0
2017,Neonatal_disorders,2014896.0
2017,Neoplasms,9529491.0
2017,Nutritional_deficiencies,267463.0
2017,Parkinson_s_disease,339343.0
2017,Poisonings,78484.0
2017,Protein_energy_malnutrition,227038.0
2017,Road_injuries_,1188281.0
2017,Self_harm,743620.0
2017,Tuberculosis,1231689.0
2018,Acute_hepatitis,80894.0
2018,Alcohol_use_disorders,165462.0
2018,Alzheimer_s_disease_and_other_dementias,1568617.0
2018,Cardiovascular_diseases,18113910.0
2018,Chronic_kidney_disease,1387668.0
2018,Chronic_respiratory_diseases,3886637.0
2018,Cirrhosis_and_other_chronic_liver_diseases,1447651.0
2018,Conflict_and_terrorism,103407.0
2018,Diabetes_mellitus,1501633.0
2018,Diarrheal_diseases,1577953.0
2018,Digestive_diseases,2515213.0
2018,Drowning,240266.0
2018,Drug_use_disorders,123095.0
2018,Environmental_heat_and_cold_exposure,46272.0
2018,Exposure_to_forces_of_nature,11082.0
2018,Fire__heat__and_hot_substances,110642.0
2018,HIV_AIDS,892341.0
2018,Interpersonal_violence,419249.0
2018,Lower_respiratory_infections,2486438.0
2018,Malaria,631568.0
2018,Maternal_disorders,198069.0
2018,Meningitis,241666.0
2018,Neonatal_disorders,1942350.0
2018,Neoplasms,9791758.0
2018,Nutritional_deficiencies,258094.0
2018,Parkinson_s_disease,351322.0
2018,Poisonings,77805.0
2018,Protein_energy_malnutrition,218222.0
2018,Road_injuries_,1195919.0
2018,Self_harm,755125.0
2018,Tuberculosis,1204916.0
2019,Acute_hepatitis,79099.0
2019,Alcohol_use_disorders,167781.0
2019,Alzheimer_s_disease_and_other_dementias,1620797.0
2019,Cardiovascular_diseases,18525078.0
2019,Chronic_kidney_disease,1424000.0
2019,Chronic_respiratory_diseases,3970744.0
2019,Cirrhosis_and_other_chronic_liver_diseases,1468203.0
2019,Conflict_and_terrorism,62932.0
2019,Diabetes_mellitus,1546628.0
2019,Diarrheal_diseases,1533219.0
2019,Digestive_diseases,2552294.0
2019,Drowning,236750.0
2019,Drug_use_disorders,127995.0
2019,Environmental_heat_and_cold_exposure,47432.0
2019,Exposure_to_forces_of_nature,6072.0
2019,Fire__heat__and_hot_substances,111055.0
2019,HIV_AIDS,861694.0
2019,Interpersonal_violence,412164.0
2019,Lower_respiratory_infections,2489462.0
2019,Malaria,643196.0
2019,Maternal_disorders,196075.0
2019,Meningitis,235867.0
2019,Neonatal_disorders,1878065.0
2019,Neoplasms,10063467.0
2019,Nutritional_deficiencies,250947.0
2019,Parkinson_s_disease,362256.0
2019,Poisonings,77081.0
2019,Protein_energy_malnutrition,211654.0
2019,Road_injuries_,1194907.0
2019,Self_harm,758026.0
2019,Tuberculosis,1178483.0
